location,source,target
0x444a04@mhfdat-jp.bin,レビンＤグリーヴ,Welkin C [Hakama 】
0x444a08@mhfdat-jp.bin,白銀の甲冑Ｄ・脚甲,Levin D Greaves
0x444a0c@mhfdat-jp.bin,薔薇の舞踏服Ｄ・脚甲,Silver Armour D・Toenail
0x444a10@mhfdat-jp.bin,シュイＤグリーヴ,Rose Ball Gown D・Toenail
0x444a14@mhfdat-jp.bin,CEケブラーＤ脚：剣青,Shui D Greaves
0x444a18@mhfdat-jp.bin,CEケブラーＤ脚：剣赤,CE Kevlar D BM Legs Blue
0x444a1c@mhfdat-jp.bin,CEケブラーＤ脚：剣白,CE Kevlar D BM Legs Red
0x444a20@mhfdat-jp.bin,CEケブラーＤ脚：剣黒,CE Kevlar D BM Legs White
0x444a24@mhfdat-jp.bin,ABレイヤーＤ脚：剣赤,CE Kevlar D BM Legs Black
0x444a28@mhfdat-jp.bin,ABレイヤーＤ脚：剣青,AB Layer D BM Legs Red
0x444a2c@mhfdat-jp.bin,ABレイヤーＤ脚：剣黒,AB Layer D BM Legs Blue
0x444a30@mhfdat-jp.bin,ABレイヤーＤ脚：剣白,AB Layer D BM Legs Black
0x444a34@mhfdat-jp.bin,リュバンＤフット,AB Layer D BM Legs White
0x444a38@mhfdat-jp.bin,ラモールＤフット,Ruban D Feet
0x444a3c@mhfdat-jp.bin,オルロジュＤブーツ,L'Amore D Feet
0x444a40@mhfdat-jp.bin,ドルチェＤフット,Orloj D Boots
0x444a44@mhfdat-jp.bin,ブライトＤグリーヴ,Dolce D Feet
0x444a48@mhfdat-jp.bin,ジュアリＤグリーヴ,Bright D Greaves
0x444a4c@mhfdat-jp.bin,ティンクＤグリーヴ,Juari D Greaves
0x444a50@mhfdat-jp.bin,シャテムＤブーツ,Tinku D Greaves
0x444a54@mhfdat-jp.bin,ヘヴリアＤブーツ,Shatemu D Boots
0x444a58@mhfdat-jp.bin,ティルルＤブーツ,Hevria D Boots
0x444a5c@mhfdat-jp.bin,カイラＤフット,Tiuru D Boots
0x444a60@mhfdat-jp.bin,フォンセＤグリーヴ,Kaila D Feet
0x444a64@mhfdat-jp.bin,ヒプノルータＤレッグ,Fonce D Greaves
0x444a68@mhfdat-jp.bin,ヒプノリアＤレッグ,Hypnoc ルータD Leg
0x444a6c@mhfdat-jp.bin,エス・クェラＤレッグ,Hypnolia D Leg
0x444a70@mhfdat-jp.bin,エコールＤレッグ,Es Quera D Leg
0x444a74@mhfdat-jp.bin,ガンズＤレッグ,Ecole D Leg
0x444a78@mhfdat-jp.bin,アグリアＤレッグ,Guns D Leg
0x444a7c@mhfdat-jp.bin,フォーヴＤレッグ,Agria D Leg
0x444a80@mhfdat-jp.bin,ティーアＤレッグ,Fauve D Leg
0x444a84@mhfdat-jp.bin,ミューズＤレッグ,ティーアD Leg
0x444a88@mhfdat-jp.bin,ディクトＤレッグ,Muse D Leg
0x444a8c@mhfdat-jp.bin,クリュスＤレッグ,Dicto D Leg
0x444a90@mhfdat-jp.bin,スタリナＤレッグ,Kruss D Leg
0x444a94@mhfdat-jp.bin,ルースＤレッグ,Starina D Leg
0x444a98@mhfdat-jp.bin,ミラドＤレッグ,Loose D Leg
0x444a9c@mhfdat-jp.bin,デュールＤグリーヴ,Mirado D Leg
0x444aa0@mhfdat-jp.bin,ロバストＤペイル,Deyuru D Greaves
0x444aa4@mhfdat-jp.bin,ファルコＤグリーヴ,Robust Dペイル
0x444aa8@mhfdat-jp.bin,ハウクスＤグリーヴ,Falco D Greaves
0x444aac@mhfdat-jp.bin,ピラータＤグリーヴ,Howx D Greaves
0x444ab0@mhfdat-jp.bin,ゼロイＤグリーヴ,Pirata D Greaves
0x444ab4@mhfdat-jp.bin,レイルＤグリーヴ,Zeroi D Greaves
0x444ab8@mhfdat-jp.bin,リーデレＤグリーヴ,Rail D Greaves
0x444abc@mhfdat-jp.bin,リエットＤグリーヴ,Ridere D Greaves
0x444ac0@mhfdat-jp.bin,ルターレＤグリーヴ,Riot D Greaves
0x444ac4@mhfdat-jp.bin,流転の具足・Ｄ,Rutare D Greaves
0x444ac8@mhfdat-jp.bin,嵐転の具足・Ｄ,Rolling Flow の Greaves・D
0x444acc@mhfdat-jp.bin,キュビィＤフット,Rolling Sky の Greaves・D
0x444ad0@mhfdat-jp.bin,ケモルＤフット,Cubie D Feet
0x444ad4@mhfdat-jp.bin,ラトリアＤフット,Kemor D Feet
0x444ad8@mhfdat-jp.bin,コンタオＤフット,Latria D Feet
0x444adc@mhfdat-jp.bin,オービスＤキック,Kontao D Feet
0x444ae0@mhfdat-jp.bin,ロットＤキック,Ukon Dキック
0x444ae4@mhfdat-jp.bin,ウーコンＤレッグ,ロットDキック
0x444ae8@mhfdat-jp.bin,ニンバスＤレッグ,Shoko D Leg
0x444aec@mhfdat-jp.bin,月陽ノ袴・Ｄ,Nimbus D Leg
0x444af0@mhfdat-jp.bin,曙光ノ袴・Ｄ,Moonlight Hakama・D
0x444af4@mhfdat-jp.bin,トリドＺグリーヴ,Dawnbreak Hakama・D
0x444af8@mhfdat-jp.bin,トリドZFグリーヴ,Toridcless Z Greaves
0x444afc@mhfdat-jp.bin,トリドZYグリーヴ,Toridcless ZF Greaves
0x444b00@mhfdat-jp.bin,トリドZXグリーヴ,Toridcless ZY Greaves
0x444b04@mhfdat-jp.bin,トリドＺレギンス,Toridcless ZX Greaves
0x444b08@mhfdat-jp.bin,トリドZFレギンス,Toridcless Z Leggings
0x444b0c@mhfdat-jp.bin,トリドZYレギンス,Toridcless ZF Leggings
0x444b10@mhfdat-jp.bin,トリドZXレギンス,Toridcless ZY Leggings
0x444b14@mhfdat-jp.bin,ドラギュＺグリーヴ,Toridcless ZX Leggings
0x444b18@mhfdat-jp.bin,ドラギュZFグリーヴ,Doragyurosu Z Greaves
0x444b1c@mhfdat-jp.bin,ドラギュZYグリーヴ,Doragyurosu ZF Greaves
0x444b20@mhfdat-jp.bin,ドラギュZXグリーヴ,Doragyurosu ZY Greaves
0x444b24@mhfdat-jp.bin,ドラギュＺレギンス,Doragyurosu ZX Greaves
0x444b28@mhfdat-jp.bin,ドラギュZFレギンス,Doragyurosu Z Leggings
0x444b2c@mhfdat-jp.bin,ドラギュZYレギンス,Doragyurosu ZF Leggings
0x444b30@mhfdat-jp.bin,ドラギュZXレギンス,Doragyurosu ZY Leggings
0x444b34@mhfdat-jp.bin,アルフィフット,Doragyurosu ZX Leggings
0x444b38@mhfdat-jp.bin,アルフィＦフット,Alfi Feet
0x444b3c@mhfdat-jp.bin,アルフィFZフット,Alfi F Feet
0x444b40@mhfdat-jp.bin,アルフィHSフット,Alfi FZ Feet
0x444b44@mhfdat-jp.bin,アルフィGSフット,Alfi HS Feet
0x444b48@mhfdat-jp.bin,アルフィGPフット,Alfi GS Feet
0x444b4c@mhfdat-jp.bin,アルフィZPフット,Alfi GP Feet
0x444b50@mhfdat-jp.bin,アルフィレギンス,Alfi ZP Feet
0x444b54@mhfdat-jp.bin,アルフィＦレギンス,Alfi Leggings
0x444b58@mhfdat-jp.bin,アルフィFZレギンス,Alfi F Leggings
0x444b5c@mhfdat-jp.bin,アルフィHSレギンス,Alfi FZ Leggings
0x444b60@mhfdat-jp.bin,アルフィGSレギンス,Alfi HS Leggings
0x444b64@mhfdat-jp.bin,アルフィGPレギンス,Alfi GS Leggings
0x444b68@mhfdat-jp.bin,アルフィZPレギンス,Alfi GP Leggings
0x444b6c@mhfdat-jp.bin,カイファグリーヴ,Alfi ZP Leggings
0x444b70@mhfdat-jp.bin,カイファＦグリーヴ,Kaifa Greaves
0x444b74@mhfdat-jp.bin,カイファFZグリーヴ,Kaifa F Greaves
0x444b78@mhfdat-jp.bin,カイファHSグリーヴ,Kaifa FZ Greaves
0x444b7c@mhfdat-jp.bin,カイファGSグリーヴ,Kaifa HS Greaves
0x444b80@mhfdat-jp.bin,カイファGPグリーヴ,Kaifa GS Greaves
0x444b84@mhfdat-jp.bin,カイファZPグリーヴ,Kaifa GP Greaves
0x444b88@mhfdat-jp.bin,カイファレギンス,Kaifa ZP Greaves
0x444b8c@mhfdat-jp.bin,カイファＦレギンス,Kaifa Leggings
0x444b90@mhfdat-jp.bin,カイファFZレギンス,Kaifa F Leggings
0x444b94@mhfdat-jp.bin,カイファHSレギンス,Kaifa FZ Leggings
0x444b98@mhfdat-jp.bin,カイファGSレギンス,Kaifa HS Leggings
0x444b9c@mhfdat-jp.bin,カイファGPレギンス,Kaifa GS Leggings
0x444ba0@mhfdat-jp.bin,カイファZPレギンス,Kaifa GP Leggings
0x444ba4@mhfdat-jp.bin,ストラザフット,Kaifa ZP Leggings
0x444ba8@mhfdat-jp.bin,ストラザＦフット,Straza Feet
0x444bac@mhfdat-jp.bin,ストラザFZフット,Straza F Feet
0x444bb0@mhfdat-jp.bin,ストラザHSフット,Straza FZ Feet
0x444bb4@mhfdat-jp.bin,ストラザGSフット,Straza HS Feet
0x444bb8@mhfdat-jp.bin,ストラザGPフット,Straza GS Feet
0x444bbc@mhfdat-jp.bin,ストラザZPフット,Straza GP Feet
0x444bc0@mhfdat-jp.bin,ストラザレギンス,Straza ZP Feet
0x444bc4@mhfdat-jp.bin,ストラザＦレギンス,Straza Leggings
0x444bc8@mhfdat-jp.bin,ストラザFZレギンス,Straza F Leggings
0x444bcc@mhfdat-jp.bin,ストラザHSレギンス,Straza FZ Leggings
0x444bd0@mhfdat-jp.bin,ストラザGSレギンス,Straza HS Leggings
0x444bd4@mhfdat-jp.bin,ストラザGPレギンス,Straza GS Leggings
0x444bd8@mhfdat-jp.bin,ストラザZPレギンス,Straza GP Leggings
0x444bdc@mhfdat-jp.bin,フランテＺグリーヴ,Straza ZP Leggings
0x444be0@mhfdat-jp.bin,フランテZFグリーヴ,Furante Z Greaves
0x444be4@mhfdat-jp.bin,フランテZYグリーヴ,Furante ZF Greaves
0x444be8@mhfdat-jp.bin,フランテZXグリーヴ,Furante ZY Greaves
0x444bec@mhfdat-jp.bin,フランテＺレギンス,Furante ZX Greaves
0x444bf0@mhfdat-jp.bin,フランテZFレギンス,Furante Z Leggings
0x444bf4@mhfdat-jp.bin,フランテZYレギンス,Furante ZF Leggings
0x444bf8@mhfdat-jp.bin,フランテZXレギンス,Furante ZY Leggings
0x444bfc@mhfdat-jp.bin,カリヴァＧグリーヴ,Furante ZX Leggings
0x444c00@mhfdat-jp.bin,カリヴァGFグリーヴ,Cariva G Greaves
0x444c04@mhfdat-jp.bin,カリヴァGXグリーヴ,Cariva GF Greaves
0x444c08@mhfdat-jp.bin,カリヴァＧレギンス,Cariva GX Greaves
0x444c0c@mhfdat-jp.bin,カリヴァGFレギンス,Cariva G Leggings
0x444c10@mhfdat-jp.bin,カリヴァGXレギンス,Cariva GF Leggings
0x444c14@mhfdat-jp.bin,ボンネＧグリーヴ,Cariva GX Leggings
0x444c18@mhfdat-jp.bin,ボンネGFグリーヴ,Bonne G Greaves
0x444c1c@mhfdat-jp.bin,ボンネGXグリーヴ,Bonne GF Greaves
0x444c20@mhfdat-jp.bin,ボンネＧレギンス,Bonne GX Greaves
0x444c24@mhfdat-jp.bin,ボンネGFレギンス,Bonne G Leggings
0x444c28@mhfdat-jp.bin,ボンネGXレギンス,Bonne GF Leggings
0x444c2c@mhfdat-jp.bin,調査兵団ZPフット,Bonne GX Leggings
0x444c30@mhfdat-jp.bin,調査兵団ZPブーツ,Survey Corps ZP Feet
0x444c34@mhfdat-jp.bin,訓練兵団ZPフット,Survey Corps ZP Boots
0x444c38@mhfdat-jp.bin,訓練兵団ZPブーツ,Training Corps ZP Feet
0x444c3c@mhfdat-jp.bin,十二勇士甲冑・脚甲,Training Corps ZP Boots
0x444c40@mhfdat-jp.bin,十二勇士甲冑Ｆ・脚甲,Twelve Paladins' Armor・Toenail
0x444c44@mhfdat-jp.bin,十二勇士甲冑FZ・脚甲,Twelve Paladins' Armor F・Toenail
0x444c48@mhfdat-jp.bin,十二勇士甲冑HS・脚甲,Twelve Paladins' Armor FZ・Toenail
0x444c4c@mhfdat-jp.bin,十二勇士甲冑GS・脚甲,Twelve Paladins' Armor HS・Toenail
0x444c50@mhfdat-jp.bin,十二勇士甲冑GP・脚甲,Twelve Paladins' Armor GS・Toenail
0x444c54@mhfdat-jp.bin,十二勇士甲冑ZP・脚甲,Twelve Paladins' Armor GP・Toenail
0x444c58@mhfdat-jp.bin,十二勇士甲冑・具足,Twelve Paladins' Armor ZP・Toenail
0x444c5c@mhfdat-jp.bin,十二勇士甲冑Ｆ・具足,Twelve Paladins' Armor・Greaves
0x444c60@mhfdat-jp.bin,十二勇士甲冑FZ・具足,Twelve Paladins' Armor F・Greaves
0x444c64@mhfdat-jp.bin,十二勇士甲冑HS・具足,Twelve Paladins' Armor FZ・Greaves
0x444c68@mhfdat-jp.bin,十二勇士甲冑GS・具足,Twelve Paladins' Armor HS・Greaves
0x444c6c@mhfdat-jp.bin,十二勇士甲冑GP・具足,Twelve Paladins' Armor GS・Greaves
0x444c70@mhfdat-jp.bin,十二勇士甲冑ZP・具足,Twelve Paladins' Armor GP・Greaves
0x444c74@mhfdat-jp.bin,救国の聖女服・脚甲,Twelve Paladins' Armor ZP・Greaves
0x444c78@mhfdat-jp.bin,救国の聖女服Ｆ・脚甲,Holy Maiden Armor・Toenail
0x444c7c@mhfdat-jp.bin,救国の聖女服FZ・脚甲,Holy Maiden Armor F・Toenail
0x444c80@mhfdat-jp.bin,救国の聖女服HS・脚甲,Holy Maiden Armor FZ・Toenail
0x444c84@mhfdat-jp.bin,救国の聖女服GS・脚甲,Holy Maiden Armor HS・Toenail
0x444c88@mhfdat-jp.bin,救国の聖女服GP・脚甲,Holy Maiden Armor GS・Toenail
0x444c8c@mhfdat-jp.bin,救国の聖女服ZP・脚甲,Holy Maiden Armor GP・Toenail
0x444c90@mhfdat-jp.bin,救国の聖女服・具足,Holy Maiden Armor ZP・Toenail
0x444c94@mhfdat-jp.bin,救国の聖女服Ｆ・具足,Holy Maiden Armor・Greaves
0x444c98@mhfdat-jp.bin,救国の聖女服FZ・具足,Holy Maiden Armor F・Greaves
0x444c9c@mhfdat-jp.bin,救国の聖女服HS・具足,Holy Maiden Armor FZ・Greaves
0x444ca0@mhfdat-jp.bin,救国の聖女服GS・具足,Holy Maiden Armor HS・Greaves
0x444ca4@mhfdat-jp.bin,救国の聖女服GP・具足,Holy Maiden Armor GS・Greaves
0x444ca8@mhfdat-jp.bin,救国の聖女服ZP・具足,Holy Maiden Armor GP・Greaves
0x444cac@mhfdat-jp.bin,竜殺しの甲冑・脚甲,Holy Maiden Armor ZP・Greaves
0x444cb0@mhfdat-jp.bin,竜殺しの甲冑Ｆ・脚甲,Dragon Slayer Armor・Toenail
0x444cb4@mhfdat-jp.bin,竜殺しの甲冑FZ・脚甲,Dragon Slayer Armor F・Toenail
0x444cb8@mhfdat-jp.bin,竜殺しの甲冑HS・脚甲,Dragon Slayer Armor FZ・Toenail
0x444cbc@mhfdat-jp.bin,竜殺しの甲冑GS・脚甲,Dragon Slayer Armor HS・Toenail
0x444cc0@mhfdat-jp.bin,竜殺しの甲冑GP・脚甲,Dragon Slayer Armor GS・Toenail
0x444cc4@mhfdat-jp.bin,竜殺しの甲冑ZP・脚甲,Dragon Slayer Armor GP・Toenail
0x444cc8@mhfdat-jp.bin,竜殺しの甲冑・具足,Dragon Slayer Armor ZP・Toenail
0x444ccc@mhfdat-jp.bin,竜殺しの甲冑Ｆ・具足,Dragon Slayer Armor・Greaves
0x444cd0@mhfdat-jp.bin,竜殺しの甲冑FZ・具足,Dragon Slayer Armor F・Greaves
0x444cd4@mhfdat-jp.bin,竜殺しの甲冑HS・具足,Dragon Slayer Armor FZ・Greaves
0x444cd8@mhfdat-jp.bin,竜殺しの甲冑GS・具足,Dragon Slayer Armor HS・Greaves
0x444cdc@mhfdat-jp.bin,竜殺しの甲冑GP・具足,Dragon Slayer Armor GS・Greaves
0x444ce0@mhfdat-jp.bin,竜殺しの甲冑ZP・具足,Dragon Slayer Armor GP・Greaves
0x444ce4@mhfdat-jp.bin,叛逆の甲冑・脚甲,Dragon Slayer Armor ZP・Greaves
0x444ce8@mhfdat-jp.bin,叛逆の甲冑Ｆ・脚甲,Rebellion Armour・Toenail
0x444cec@mhfdat-jp.bin,叛逆の甲冑FZ・脚甲,Rebellion Armour F・Toenail
0x444cf0@mhfdat-jp.bin,叛逆の甲冑HS・脚甲,Rebellion Armour FZ・Toenail
0x444cf4@mhfdat-jp.bin,叛逆の甲冑GS・脚甲,Rebellion Armour HS・Toenail
0x444cf8@mhfdat-jp.bin,叛逆の甲冑GP・脚甲,Rebellion Armour GS・Toenail
0x444cfc@mhfdat-jp.bin,叛逆の甲冑ZP・脚甲,Rebellion Armour GP・Toenail
0x444d00@mhfdat-jp.bin,叛逆の甲冑・具足,Rebellion Armour ZP・Toenail
0x444d04@mhfdat-jp.bin,叛逆の甲冑Ｆ・具足,Rebellion Armour・Greaves
0x444d08@mhfdat-jp.bin,叛逆の甲冑FZ・具足,Rebellion Armour F・Greaves
0x444d0c@mhfdat-jp.bin,叛逆の甲冑HS・具足,Rebellion Armour FZ・Greaves
0x444d10@mhfdat-jp.bin,叛逆の甲冑GS・具足,Rebellion Armour HS・Greaves
0x444d14@mhfdat-jp.bin,叛逆の甲冑GP・具足,Rebellion Armour GS・Greaves
0x444d18@mhfdat-jp.bin,叛逆の甲冑ZP・具足,Rebellion Armour GP・Greaves
0x444d1c@mhfdat-jp.bin,ディナトZPグリーヴ,Rebellion Armour ZP・Greaves
0x444d20@mhfdat-jp.bin,ディナトZPレギンス,Dinato ZP Greaves
0x444d24@mhfdat-jp.bin,ドゥケZPグリーヴ,Dinato ZP Leggings
0x444d28@mhfdat-jp.bin,ドゥケZPレギンス,Duque ZP Greaves
0x444d2c@mhfdat-jp.bin,グラヌZPグリーヴ,Duque ZP Leggings
0x444d30@mhfdat-jp.bin,グラヌZPレギンス,Granu ZP Greaves
0x444d34@mhfdat-jp.bin,千代ノ脛当ZP,Granu ZP Leggings
0x444d38@mhfdat-jp.bin,千代ノ具足ZP,Chiyo Legs ZP
0x444d3c@mhfdat-jp.bin,ネコダンZPフット,Chiyo Greaves ZP
0x444d40@mhfdat-jp.bin,グーダンZPフット,Nekodan ZP Feet
0x444d44@mhfdat-jp.bin,トリドZDグリーヴ,Gudan ZP Feet
0x444d48@mhfdat-jp.bin,トリドZDレギンス,Toridcless ZD Greaves
0x444d4c@mhfdat-jp.bin,ドラギュZDグリーヴ,Toridcless ZD Leggings
0x444d50@mhfdat-jp.bin,ドラギュZDレギンス,Doragyurosu ZD Greaves
0x444d54@mhfdat-jp.bin,アルフィＤフット,Doragyurosu ZD Leggings
0x444d58@mhfdat-jp.bin,カイファＤグリーヴ,Alfi D Feet
0x444d5c@mhfdat-jp.bin,ストラザＤフット,Kaifa D Greaves
0x444d60@mhfdat-jp.bin,煉華ノ具足Ｃ,Straza D Feet
0x444d64@mhfdat-jp.bin,調査兵団Ｄフット,Renka Greaves C
0x444d68@mhfdat-jp.bin,訓練兵団Ｄフット,Survey Corps D Feet
0x444d6c@mhfdat-jp.bin,十二勇士甲冑Ｄ・脚甲,Training Corps D Feet
0x444d70@mhfdat-jp.bin,救国の聖女服Ｄ・脚甲,Twelve Paladins' Armor D・Toenail
0x444d74@mhfdat-jp.bin,竜殺しの甲冑Ｄ・脚甲,Holy Maiden Armor D・Toenail
0x444d78@mhfdat-jp.bin,叛逆の甲冑Ｄ・脚甲,Dragon Slayer Armor D・Toenail
0x444d7c@mhfdat-jp.bin,ディナトＤグリーヴ,Rebellion Armour D・Toenail
0x444d80@mhfdat-jp.bin,ドゥケＤグリーヴ,Dinato D Greaves
0x444d84@mhfdat-jp.bin,グラヌＤグリーヴ,Duque D Greaves
0x444d88@mhfdat-jp.bin,千代ノ脛当Ｄ,Granu D Greaves
0x444d8c@mhfdat-jp.bin,ルベライトＤグリーヴ,Chiyo Legs D
0x444d90@mhfdat-jp.bin,ラズライトＤグリーヴ,Rubellite D Greaves
0x444d94@mhfdat-jp.bin,ジルコンＤグリーヴ,ラズライトD Greaves
0x444d98@mhfdat-jp.bin,スピネルＤグリーヴ,Zircon D Greaves
0x444d9c@mhfdat-jp.bin,ジェイドＤグリーヴ,Spinel D Greaves
0x444da0@mhfdat-jp.bin,アゲートＤグリーヴ,Jade D Greaves
0x444da4@mhfdat-jp.bin,パイローブＤグリーヴ,Agate D Greaves
0x444da8@mhfdat-jp.bin,アイオラＤグリーヴ,Pyrope D Greaves
0x444dac@mhfdat-jp.bin,ルチルＤグリーヴ,アイオラD Greaves
0x444db0@mhfdat-jp.bin,ブラッドＤグリーヴ,Rutile D Greaves
0x444db4@mhfdat-jp.bin,シトリンＤレギンス,Blood D Greaves
0x444db8@mhfdat-jp.bin,ペリドットＤレギンス,Citrine D Leggings
0x444dbc@mhfdat-jp.bin,ターコイズＤレギンス,Peridot D Leggings
0x444dc0@mhfdat-jp.bin,マフモフブーツPD赤,Turquoise D Leggings
0x444dc4@mhfdat-jp.bin,マフモフブーツPD黄,Mafumofu Boots PD Red
0x444dc8@mhfdat-jp.bin,マフモフブーツPD紫,Mafumofu Boots PD Yellow
0x444dcc@mhfdat-jp.bin,バサルレギンスPD赤,Mafumofu Boots PD Purple
0x444dd0@mhfdat-jp.bin,バサルレギンスPD黒,Basarios Leggings PD Red
0x444dd4@mhfdat-jp.bin,バサルレギンスPD黄,Basarios Leggings PD Black
0x444dd8@mhfdat-jp.bin,ブランゴグリーヴPD黄,Basarios Leggings PD Yellow
0x444ddc@mhfdat-jp.bin,ブランゴグリーヴPD青,Blango Greaves PD Yellow
0x444de0@mhfdat-jp.bin,ブランゴグリーヴPD黒,Blango Greaves PD Blue
0x444de4@mhfdat-jp.bin,金色ノ袴PD白,Blango Greaves PD Black
0x444de8@mhfdat-jp.bin,金色ノ袴PD紫,Golden Hakama PD White
0x444dec@mhfdat-jp.bin,金色ノ袴PD緑,Golden Hakama PD Purple
0x444df0@mhfdat-jp.bin,グラビドレギンスPD緑,Golden Hakama PD Green
0x444df4@mhfdat-jp.bin,グラビドレギンスPD紫,Gravios Leggings PD Green
0x444df8@mhfdat-jp.bin,グラビドレギンスPD赤,Gravios Leggings PD Purple
0x444dfc@mhfdat-jp.bin,ハイメタグリーヴPD黒,Gravios Leggings PD Red
0x444e00@mhfdat-jp.bin,ハイメタグリーヴPD青,High Metal Greaves PD Black
0x444e04@mhfdat-jp.bin,ハイメタグリーヴPD黄,High Metal Greaves PD Blue
0x444e08@mhfdat-jp.bin,Ｓ・ソルグリーヴPD赤,High Metal Greaves PD Yellow
0x444e0c@mhfdat-jp.bin,Ｓ・ソルグリーヴPD紫,S・Sol Greaves PD Red
0x444e10@mhfdat-jp.bin,Ｓ・ソルグリーヴPD黒,S・Sol Greaves PD Purple
0x444e14@mhfdat-jp.bin,ガルルガレギンスPD白,S・Sol Greaves PD Black
0x444e18@mhfdat-jp.bin,ガルルガレギンスPD緑,Garuga Leggings PD White
0x444e1c@mhfdat-jp.bin,ガルルガレギンスPD赤,Garuga Leggings PD Green
0x444e20@mhfdat-jp.bin,ザザミグリーヴPD青,Garuga Leggings PD Red
0x444e24@mhfdat-jp.bin,ザザミグリーヴPD白,Hermitaur Greaves PD Blue
0x444e28@mhfdat-jp.bin,ザザミグリーヴPD紫,Hermitaur Greaves PD White
0x444e2c@mhfdat-jp.bin,クシャナペイルPD赤,Hermitaur Greaves PD Purple
0x444e30@mhfdat-jp.bin,クシャナペイルPD黄,Kushala ペイル PD Red
0x444e34@mhfdat-jp.bin,クシャナペイルPD緑,Kushala ペイル PD Yellow
0x444e38@mhfdat-jp.bin,クシャナハディPD赤,Kushala ペイル PD Green
0x444e3c@mhfdat-jp.bin,クシャナハディPD黄,Kushala ハディ PD Red
0x444e40@mhfdat-jp.bin,クシャナハディPD緑,Kushala ハディ PD Yellow
0x444e44@mhfdat-jp.bin,忍の足袋・陽Ｄ,Kushala ハディ PD Green
0x444e48@mhfdat-jp.bin,忍の足袋・陰Ｄ,忍の Tabi・陽D
0x444e4c@mhfdat-jp.bin,ボンネＤグリーヴ,忍の Tabi・陰D
0x444e50@mhfdat-jp.bin,カライスＤレギンス,Bonne D Greaves
0x444e54@mhfdat-jp.bin,ルケーゼＤレギンス,Kalais D Leggings
0x444e58@mhfdat-jp.bin,クオイズＤレギンス,Lucchese D Leggings
0x444e5c@mhfdat-jp.bin,ネコダンＤフット,Quoiz D Leggings
0x444e60@mhfdat-jp.bin,グーダンＤフット,Nekodan D Feet
0x444e64@mhfdat-jp.bin,煉緋ノ具足Ｚ,Gudan D Feet
0x444e68@mhfdat-jp.bin,煉緋ノ具足ZF,Nerihi Greaves Z
0x444e6c@mhfdat-jp.bin,煉緋ノ具足ZY,Nerihi Greaves ZF
0x444e70@mhfdat-jp.bin,煉緋ノ具足ZX,Nerihi Greaves ZY
0x444e74@mhfdat-jp.bin,煉緋ノ下駄Ｚ,Nerihi Greaves ZX
0x444e78@mhfdat-jp.bin,煉緋ノ下駄ZF,Nerihi Leggings Z
0x444e7c@mhfdat-jp.bin,煉緋ノ下駄ZY,Nerihi Leggings ZF
0x444e80@mhfdat-jp.bin,煉緋ノ下駄ZX,Nerihi Leggings ZY
0x444e84@mhfdat-jp.bin,サイネフット,Nerihi Leggings ZX
0x444e88@mhfdat-jp.bin,サイネＦフット,Saine Feet
0x444e8c@mhfdat-jp.bin,サイネFZフット,Saine F Feet
0x444e90@mhfdat-jp.bin,サイネHSフット,Saine FZ Feet
0x444e94@mhfdat-jp.bin,サイネGSフット,Saine HS Feet
0x444e98@mhfdat-jp.bin,サイネGPフット,Saine GS Feet
0x444e9c@mhfdat-jp.bin,サイネZPフット,Saine GP Feet
0x444ea0@mhfdat-jp.bin,サイネブーツ,Saine ZP Feet
0x444ea4@mhfdat-jp.bin,サイネＦブーツ,Saine Boots
0x444ea8@mhfdat-jp.bin,サイネFZブーツ,Saine F Boots
0x444eac@mhfdat-jp.bin,サイネHSブーツ,Saine FZ Boots
0x444eb0@mhfdat-jp.bin,サイネGSブーツ,Saine HS Boots
0x444eb4@mhfdat-jp.bin,サイネGPブーツ,Saine GS Boots
0x444eb8@mhfdat-jp.bin,サイネZPブーツ,Saine GP Boots
0x444ebc@mhfdat-jp.bin,ウイングフット,Saine ZP Boots
0x444ec0@mhfdat-jp.bin,ウイングＦフット,Wing Feet
0x444ec4@mhfdat-jp.bin,ウイングFZフット,Wing F Feet
0x444ec8@mhfdat-jp.bin,ウイングHSフット,Wing FZ Feet
0x444ecc@mhfdat-jp.bin,ウイングGSフット,Wing HS Feet
0x444ed0@mhfdat-jp.bin,ウイングGPフット,Wing GS Feet
0x444ed4@mhfdat-jp.bin,ウイングZPフット,Wing GP Feet
0x444ed8@mhfdat-jp.bin,ウイングブーツ,Wing ZP Feet
0x444edc@mhfdat-jp.bin,ウイングＦブーツ,Wing Boots
0x444ee0@mhfdat-jp.bin,ウイングFZブーツ,Wing F Boots
0x444ee4@mhfdat-jp.bin,ウイングHSブーツ,Wing FZ Boots
0x444ee8@mhfdat-jp.bin,ウイングGSブーツ,Wing HS Boots
0x444eec@mhfdat-jp.bin,ウイングGPブーツ,Wing GS Boots
0x444ef0@mhfdat-jp.bin,ウイングZPブーツ,Wing GP Boots
0x444ef4@mhfdat-jp.bin,ガスラＺグリーヴ,Wing ZP Boots
0x444ef8@mhfdat-jp.bin,ガスラZFグリーヴ,Gasura Z Greaves
0x444efc@mhfdat-jp.bin,ガスラZYグリーヴ,Gasura ZF Greaves
0x444f00@mhfdat-jp.bin,ガスラZXグリーヴ,Gasura ZY Greaves
0x444f04@mhfdat-jp.bin,ガスラＺレギンス,Gasura ZX Greaves
